Date,Order,Year,Month,Day,DayName,Code,Name,Open,High,Low,Close,Future,Conf,Observe,Days,Price,BS_L,TFARCH,TFBS,BS_U,ARCH_L,ARCH_U
2023-11-17,0,2023,11,17,Friday,450080,에코프로머티,43000.0,65800.0,42950.0,57200.0,False,0.8,,,,,,,,,
2023-11-20,1,2023,11,20,Monday,450080,에코프로머티,66000.0,74300.0,61500.0,74300.0,False,0.8,,,,,,,,,
2023-11-21,2,2023,11,21,Tuesday,450080,에코프로머티,85300.0,96500.0,83400.0,96500.0,False,0.8,,,,,,,,,
2023-11-22,3,2023,11,22,Wednesday,450080,에코프로머티,96300.0,108500.0,88200.0,91200.0,False,0.8,,,,,,,,,
2023-11-23,4,2023,11,23,Thursday,450080,에코프로머티,90900.0,101600.0,88900.0,99100.0,False,0.8,,,,,,,,,
2023-11-24,5,2023,11,24,Friday,450080,에코프로머티,98500.0,102000.0,95000.0,99100.0,False,0.8,,,,,,,,,
2023-11-27,6,2023,11,27,Monday,450080,에코프로머티,103900.0,128800.0,102200.0,124600.0,False,0.8,,,,,,,,,
2023-11-28,7,2023,11,28,Tuesday,450080,에코프로머티,122300.0,134100.0,110500.0,133000.0,False,0.8,,,,,,,,,
2023-11-29,8,2023,11,29,Wednesday,450080,에코프로머티,129900.0,151200.0,126500.0,136500.0,False,0.8,,,,,,,,,
2023-11-30,9,2023,11,30,Thursday,450080,에코프로머티,137200.0,144300.0,132300.0,137000.0,False,0.8,,,,,,,,,
2023-12-01,10,2023,12,1,Friday,450080,에코프로머티,137000.0,138900.0,129000.0,136400.0,False,0.8,,,,,,,,,
2023-12-04,11,2023,12,4,Monday,450080,에코프로머티,145200.0,154000.0,136400.0,137500.0,False,0.8,,,,,,,,,
2023-12-05,12,2023,12,5,Tuesday,450080,에코프로머티,137500.0,140200.0,127500.0,131800.0,False,0.8,,,,,,,,,
2023-12-06,13,2023,12,6,Wednesday,450080,에코프로머티,129500.0,132000.0,119700.0,121700.0,False,0.8,,,,,,,,,
2023-12-07,14,2023,12,7,Thursday,450080,에코프로머티,122500.0,129900.0,111100.0,127000.0,False,0.8,,,,,,,,,
2023-12-08,15,2023,12,8,Friday,450080,에코프로머티,126900.0,137500.0,121000.0,134400.0,False,0.8,,,,,,,,,
