Date,Order,Year,Month,Day,DayName,Code,Name,Open,High,Low,Close,Future,Conf,Observe,Days,Price,BS_L,TFARCH,TFBS,BS_U,ARCH_L,ARCH_U
2023-10-05,0,2023,10,5,Thursday,454910,두산로보틱스,59100.0,67600.0,46450.0,51400.0,False,0.95,,,,,,,,,
2023-10-06,1,2023,10,6,Friday,454910,두산로보틱스,49550.0,53400.0,49100.0,51800.0,False,0.95,,,,,,,,,
2023-10-09,2,2023,10,9,Monday,454910,두산로보틱스,51200.0,51300.0,46300.0,46650.0,False,0.95,,,,,,,,,
2023-10-10,3,2023,10,10,Tuesday,454910,두산로보틱스,51200.0,51300.0,46300.0,46650.0,False,0.95,,,,,,,,,
2023-10-11,4,2023,10,11,Wednesday,454910,두산로보틱스,47600.0,49100.0,45400.0,46900.0,False,0.95,,,,,,,,,
2023-10-12,5,2023,10,12,Thursday,454910,두산로보틱스,47250.0,50200.0,46700.0,47800.0,False,0.95,,,,,,,,,
2023-10-13,6,2023,10,13,Friday,454910,두산로보틱스,47550.0,47600.0,45700.0,45750.0,False,0.95,,,,,,,,,
2023-10-16,7,2023,10,16,Monday,454910,두산로보틱스,44650.0,44700.0,41300.0,41650.0,False,0.95,,,,,,,,,
2023-10-17,8,2023,10,17,Tuesday,454910,두산로보틱스,42450.0,44050.0,42000.0,42400.0,False,0.95,,,,,,,,,
2023-10-18,9,2023,10,18,Wednesday,454910,두산로보틱스,42450.0,43500.0,41100.0,41100.0,False,0.95,,,,,,,,,
2023-10-19,10,2023,10,19,Thursday,454910,두산로보틱스,40750.0,40750.0,38150.0,38250.0,False,0.95,,,,,,,,,
2023-10-20,11,2023,10,20,Friday,454910,두산로보틱스,37050.0,37400.0,35150.0,35500.0,False,0.95,,,,,,,,,
2023-10-23,12,2023,10,23,Monday,454910,두산로보틱스,34900.0,37250.0,34800.0,36000.0,False,0.95,,,,,,,,,
2023-10-24,13,2023,10,24,Tuesday,454910,두산로보틱스,36650.0,37050.0,34650.0,36150.0,False,0.95,,,,,,,,,
2023-10-25,14,2023,10,25,Wednesday,454910,두산로보틱스,36550.0,36600.0,35000.0,35100.0,False,0.95,,,,,,,,,
2023-10-26,15,2023,10,26,Thursday,454910,두산로보틱스,33800.0,34350.0,33200.0,33250.0,False,0.95,,,,,,,,,
2023-10-27,16,2023,10,27,Friday,454910,두산로보틱스,33500.0,33650.0,32150.0,32300.0,False,0.95,,,,,,,,,
2023-10-30,17,2023,10,30,Monday,454910,두산로보틱스,32300.0,41950.0,32150.0,41150.0,False,0.95,,,,,,,,,
2023-10-31,18,2023,10,31,Tuesday,454910,두산로보틱스,40450.0,41000.0,36850.0,37250.0,False,0.95,,,,,,,,,
2023-11-01,19,2023,11,1,Wednesday,454910,두산로보틱스,37250.0,42250.0,37250.0,40200.0,False,0.95,,,,,,,,,
2023-11-02,20,2023,11,2,Thursday,454910,두산로보틱스,41000.0,43400.0,41000.0,41650.0,False,0.95,,,,,,,,,
2023-11-03,21,2023,11,3,Friday,454910,두산로보틱스,43100.0,46250.0,41550.0,44800.0,False,0.95,,,,,,,,,
2023-11-06,22,2023,11,6,Monday,454910,두산로보틱스,43900.0,48250.0,43350.0,46950.0,False,0.95,,,,,,,,,
