Date,Order,Year,Month,Day,DayName,Code,Name,Open,High,Low,Close,Future,Conf,Observe,Days,Price,BS_L,TFARCH,TFBS,BS_U,ARCH_L,ARCH_U
2023-10-05,0,2023,10,5,Thursday,454910,두산로보틱스,59100.0,67600.0,46450.0,51400.0,False,0.99,,,,,,,,,
2023-10-06,1,2023,10,6,Friday,454910,두산로보틱스,49550.0,53400.0,49100.0,51800.0,False,0.99,,,,,,,,,
2023-10-09,2,2023,10,9,Monday,454910,두산로보틱스,51200.0,51300.0,46300.0,46650.0,False,0.99,,,,,,,,,
2023-10-10,3,2023,10,10,Tuesday,454910,두산로보틱스,51200.0,51300.0,46300.0,46650.0,False,0.99,,,,,,,,,
2023-10-11,4,2023,10,11,Wednesday,454910,두산로보틱스,47600.0,49100.0,45400.0,46900.0,False,0.99,,,,,,,,,
2023-10-12,5,2023,10,12,Thursday,454910,두산로보틱스,47250.0,50200.0,46700.0,47800.0,False,0.99,,,,,,,,,
2023-10-13,6,2023,10,13,Friday,454910,두산로보틱스,47550.0,47600.0,45700.0,45750.0,False,0.99,,,,,,,,,
2023-10-16,7,2023,10,16,Monday,454910,두산로보틱스,44650.0,44700.0,41300.0,41650.0,False,0.99,,,,,,,,,
2023-10-17,8,2023,10,17,Tuesday,454910,두산로보틱스,42450.0,44050.0,42000.0,42400.0,False,0.99,,,,,,,,,
2023-10-18,9,2023,10,18,Wednesday,454910,두산로보틱스,42450.0,43500.0,41100.0,41100.0,False,0.99,,,,,,,,,
2023-10-19,10,2023,10,19,Thursday,454910,두산로보틱스,40750.0,40750.0,38150.0,38250.0,False,0.99,,,,,,,,,
2023-10-20,11,2023,10,20,Friday,454910,두산로보틱스,37050.0,37400.0,35150.0,35500.0,False,0.99,,,,,,,,,
2023-10-23,12,2023,10,23,Monday,454910,두산로보틱스,34900.0,37250.0,34800.0,36000.0,False,0.99,,,,,,,,,
2023-10-24,13,2023,10,24,Tuesday,454910,두산로보틱스,36650.0,37050.0,34650.0,36150.0,False,0.99,,,,,,,,,
2023-10-25,14,2023,10,25,Wednesday,454910,두산로보틱스,36550.0,36600.0,35000.0,35100.0,False,0.99,,,,,,,,,
2023-10-26,15,2023,10,26,Thursday,454910,두산로보틱스,33800.0,34350.0,33200.0,33250.0,False,0.99,,,,,,,,,
2023-10-27,16,2023,10,27,Friday,454910,두산로보틱스,33500.0,33650.0,32150.0,32300.0,False,0.99,,,,,,,,,
2023-10-30,17,2023,10,30,Monday,454910,두산로보틱스,32300.0,41950.0,32150.0,41150.0,False,0.99,,,,,,,,,
2023-10-31,18,2023,10,31,Tuesday,454910,두산로보틱스,40450.0,41000.0,36850.0,37250.0,False,0.99,,,,,,,,,
2023-11-01,19,2023,11,1,Wednesday,454910,두산로보틱스,37250.0,42250.0,37250.0,40200.0,False,0.99,,,,,,,,,
2023-11-02,20,2023,11,2,Thursday,454910,두산로보틱스,41000.0,43400.0,41000.0,41650.0,False,0.99,,,,,,,,,
2023-11-03,21,2023,11,3,Friday,454910,두산로보틱스,43100.0,46250.0,41550.0,44800.0,False,0.99,,,,,,,,,
2023-11-06,22,2023,11,6,Monday,454910,두산로보틱스,43900.0,48250.0,43350.0,46950.0,False,0.99,,,,,,,,,
2023-11-07,23,2023,11,7,Tuesday,454910,두산로보틱스,46950.0,47000.0,43800.0,46000.0,False,0.99,,,,,,,,,
2023-11-08,24,2023,11,8,Wednesday,454910,두산로보틱스,45950.0,48350.0,44650.0,47100.0,False,0.99,,,,,,,,,
2023-11-09,25,2023,11,9,Thursday,454910,두산로보틱스,46600.0,48500.0,45800.0,47100.0,False,0.99,,,,,,,,,
2023-11-10,26,2023,11,10,Friday,454910,두산로보틱스,46250.0,47850.0,45950.0,46850.0,False,0.99,,,,,,,,,
2023-11-13,27,2023,11,13,Monday,454910,두산로보틱스,47600.0,48100.0,42850.0,43550.0,False,0.99,,,,,,,,,
2023-11-14,28,2023,11,14,Tuesday,454910,두산로보틱스,43000.0,45250.0,42550.0,43400.0,False,0.99,,,,,,,,,
2023-11-15,29,2023,11,15,Wednesday,454910,두산로보틱스,45100.0,48000.0,44150.0,46900.0,False,0.99,,,,,,,,,
2023-11-16,30,2023,11,16,Thursday,454910,두산로보틱스,48500.0,51300.0,48250.0,51100.0,False,0.99,,,,,,,,,
2023-11-17,31,2023,11,17,Friday,454910,두산로보틱스,50500.0,52400.0,48300.0,51400.0,False,0.99,,,,,,,,,
2023-11-20,32,2023,11,20,Monday,454910,두산로보틱스,50800.0,61100.0,50200.0,58500.0,False,0.99,,,,,,,,,
2023-11-21,33,2023,11,21,Tuesday,454910,두산로보틱스,58200.0,60700.0,57300.0,59600.0,False,0.99,,,,,,,,,
2023-11-22,34,2023,11,22,Wednesday,454910,두산로보틱스,59600.0,69100.0,59300.0,63600.0,False,0.99,,,,,,,,,
2023-11-23,35,2023,11,23,Thursday,454910,두산로보틱스,64000.0,69600.0,63100.0,64300.0,False,0.99,,,,,,,,,
2023-11-24,36,2023,11,24,Friday,454910,두산로보틱스,66500.0,75300.0,64700.0,74400.0,False,0.99,,,,,,,,,
2023-11-27,37,2023,11,27,Monday,454910,두산로보틱스,76700.0,89100.0,75100.0,80100.0,False,0.99,,,,,,,,,
2023-11-28,38,2023,11,28,Tuesday,454910,두산로보틱스,80100.0,82900.0,74700.0,81800.0,False,0.99,,,,,,,,,
2023-11-29,39,2023,11,29,Wednesday,454910,두산로보틱스,84600.0,94700.0,80900.0,82900.0,False,0.99,,,,,,,,,
2023-11-30,40,2023,11,30,Thursday,454910,두산로보틱스,84000.0,92900.0,84000.0,92900.0,False,0.99,,,,,,,,,
2023-12-01,41,2023,12,1,Friday,454910,두산로보틱스,95100.0,97900.0,88000.0,88800.0,False,0.99,,,,,,,,,
2023-12-04,42,2023,12,4,Monday,454910,두산로보틱스,84700.0,86300.0,78900.0,79900.0,False,0.99,,,,,,,,,
2023-12-05,43,2023,12,5,Tuesday,454910,두산로보틱스,80900.0,86000.0,79000.0,81700.0,False,0.99,,,,,,,,,
2023-12-06,44,2023,12,6,Wednesday,454910,두산로보틱스,80100.0,89700.0,76900.0,89100.0,False,0.99,,,,,,,,,
2023-12-07,45,2023,12,7,Thursday,454910,두산로보틱스,87200.0,90900.0,82100.0,82200.0,False,0.99,,,,,,,,,
2023-12-08,46,2023,12,8,Friday,454910,두산로보틱스,84200.0,88900.0,83200.0,85300.0,False,0.99,,,,,,,,,
2023-12-11,47,2023,12,11,Monday,454910,두산로보틱스,87500.0,91700.0,87100.0,89300.0,False,0.99,,,,,,,,,
2023-12-12,48,2023,12,12,Tuesday,454910,두산로보틱스,90000.0,91200.0,86600.0,90100.0,False,0.99,,,,,,,,,
